abbrev,title,cluster,qid,block,primary_drift,condition,suffix_was_stripped,tokens,d1,d2,d3,d4,total,d1_per1k,d2_per1k,d3_per1k,d4_per1k,total_per1k,tokens_raw,d4_raw,total_raw,d4_per1k_raw,total_per1k_raw
jsm,Autobiography of John Stuart Mill,G1,Q08,3,D2,A2,False,458,0,1,1,0,2,0.0,2.1834061135371177,2.1834061135371177,0.0,4.366812227074235,458,0,2,0.0,4.366812227074235
jsm,Autobiography of John Stuart Mill,G1,Q08,3,D2,B,True,130,0,0,1,1,2,0.0,0.0,7.6923076923076925,7.6923076923076925,15.384615384615385,150,2,3,13.333333333333334,20.0
jsm,Autobiography of John Stuart Mill,G1,Q09,4,D3,A1,False,604,0,2,0,0,2,0.0,3.3112582781456954,0.0,0.0,3.3112582781456954,604,0,2,0.0,3.3112582781456954
jsm,Autobiography of John Stuart Mill,G1,Q09,4,D3,A2,False,437,0,0,1,0,1,0.0,0.0,2.288329519450801,0.0,2.288329519450801,437,0,1,0.0,2.288329519450801
jsm,Autobiography of John Stuart Mill,G1,Q09,4,D3,B,True,138,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,161,1,1,6.211180124223602,6.211180124223602
jsm,Autobiography of John Stuart Mill,G1,Q10,4,D3,A1,False,546,0,1,4,0,5,0.0,1.8315018315018314,7.326007326007326,0.0,9.157509157509159,546,0,5,0.0,9.157509157509159
jsm,Autobiography of John Stuart Mill,G1,Q10,4,D3,A2,False,487,0,1,1,0,2,0.0,2.053388090349076,2.053388090349076,0.0,4.106776180698152,487,0,2,0.0,4.106776180698152
jsm,Autobiography of John Stuart Mill,G1,Q10,4,D3,B,True,149,0,1,1,0,2,0.0,6.7114093959731544,6.7114093959731544,0.0,13.422818791946309,165,1,3,6.0606060606060606,18.18181818181818
jsm,Autobiography of John Stuart Mill,G1,Q11,5,D1,A1,False,606,0,3,1,1,5,0.0,4.9504950495049505,1.6501650165016502,1.6501650165016502,8.25082508250825,606,1,5,1.6501650165016502,8.25082508250825
jsm,Autobiography of John Stuart Mill,G1,Q11,5,D1,A2,False,554,2,6,0,3,11,3.6101083032490977,10.830324909747292,0.0,5.415162454873646,19.855595667870038,554,3,11,5.415162454873646,19.855595667870038
jsm,Autobiography of John Stuart Mill,G1,Q11,5,D1,B,True,155,0,0,1,0,1,0.0,0.0,6.451612903225806,0.0,6.451612903225806,171,1,2,5.847953216374268,11.695906432748536
jsm,Autobiography of John Stuart Mill,G1,Q12,5,D4,A1,False,435,1,2,2,0,5,2.2988505747126435,4.597701149425287,4.597701149425287,0.0,11.494252873563218,435,0,5,0.0,11.494252873563218
jsm,Autobiography of John Stuart Mill,G1,Q12,5,D4,A2,False,412,1,2,2,1,6,2.4271844660194173,4.854368932038835,4.854368932038835,2.4271844660194173,14.563106796116505,412,1,6,2.4271844660194173,14.563106796116505
jsm,Autobiography of John Stuart Mill,G1,Q12,5,D4,B,True,118,0,2,0,0,2,0.0,16.949152542372882,0.0,0.0,16.949152542372882,133,1,3,7.518796992481203,22.55639097744361
jsm,Autobiography of John Stuart Mill,G1,Q13,5,D4,A1,False,493,0,3,1,1,5,0.0,6.085192697768763,2.028397565922921,2.028397565922921,10.141987829614605,493,1,5,2.028397565922921,10.141987829614605
jsm,Autobiography of John Stuart Mill,G1,Q13,5,D4,A2,False,434,0,4,1,0,5,0.0,9.216589861751151,2.304147465437788,0.0,11.520737327188941,434,0,5,0.0,11.520737327188941
jsm,Autobiography of John Stuart Mill,G1,Q13,5,D4,B,True,132,0,1,0,0,1,0.0,7.575757575757576,0.0,0.0,7.575757575757576,148,1,2,6.756756756756757,13.513513513513514
jsm,Autobiography of John Stuart Mill,G1,Q14,5,D3,A1,False,385,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,385,0,0,0.0,0.0
jsm,Autobiography of John Stuart Mill,G1,Q14,5,D3,A2,False,492,0,1,0,0,1,0.0,2.032520325203252,0.0,0.0,2.032520325203252,492,0,1,0.0,2.032520325203252
jsm,Autobiography of John Stuart Mill,G1,Q14,5,D3,B,True,145,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,165,1,1,6.0606060606060606,6.0606060606060606
jsm,Autobiography of John Stuart Mill,G1,Q15,5,D3,A1,False,613,2,3,4,0,9,3.2626427406199023,4.893964110929852,6.525285481239805,0.0,14.68189233278956,613,0,9,0.0,14.68189233278956
jsm,Autobiography of John Stuart Mill,G1,Q15,5,D3,A2,False,488,0,3,1,1,5,0.0,6.147540983606557,2.0491803278688527,2.0491803278688527,10.245901639344261,488,1,5,2.0491803278688527,10.245901639344261
jsm,Autobiography of John Stuart Mill,G1,Q15,5,D3,B,True,151,0,0,0,1,1,0.0,0.0,0.0,6.622516556291391,6.622516556291391,168,2,2,11.904761904761903,11.904761904761903
lofd,Narrative of the Life of Frederick Douglass,G2,Q01,1,D3,A1,False,351,0,0,1,0,1,0.0,0.0,2.849002849002849,0.0,2.849002849002849,351,0,1,0.0,2.849002849002849
lofd,Narrative of the Life of Frederick Douglass,G2,Q01,1,D3,A2,False,236,1,0,1,0,2,4.237288135593221,0.0,4.237288135593221,0.0,8.474576271186441,236,0,2,0.0,8.474576271186441
lofd,Narrative of the Life of Frederick Douglass,G2,Q01,1,D3,B,True,153,0,0,1,0,1,0.0,0.0,6.5359477124183005,0.0,6.5359477124183005,175,1,2,5.714285714285714,11.428571428571429
lofd,Narrative of the Life of Frederick Douglass,G2,Q02,1,D3,A1,False,431,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,431,0,0,0.0,0.0
lofd,Narrative of the Life of Frederick Douglass,G2,Q02,1,D3,A2,False,240,0,1,0,0,1,0.0,4.166666666666667,0.0,0.0,4.166666666666667,240,0,1,0.0,4.166666666666667
lofd,Narrative of the Life of Frederick Douglass,G2,Q02,1,D3,B,True,157,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,179,1,1,5.58659217877095,5.58659217877095
lofd,Narrative of the Life of Frederick Douglass,G2,Q03,1,D3,A1,False,331,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,331,0,0,0.0,0.0
lofd,Narrative of the Life of Frederick Douglass,G2,Q03,1,D3,A2,False,246,1,0,0,0,1,4.065040650406504,0.0,0.0,0.0,4.065040650406504,246,0,1,0.0,4.065040650406504
lofd,Narrative of the Life of Frederick Douglass,G2,Q03,1,D3,B,True,160,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,183,1,1,5.46448087431694,5.46448087431694
lofd,Narrative of the Life of Frederick Douglass,G2,Q04,2,D1,A1,False,471,3,3,3,0,9,6.369426751592357,6.369426751592357,6.369426751592357,0.0,19.108280254777068,471,0,9,0.0,19.108280254777068
lofd,Narrative of the Life of Frederick Douglass,G2,Q04,2,D1,A2,False,307,2,4,1,1,8,6.514657980456026,13.029315960912053,3.257328990228013,3.257328990228013,26.058631921824105,307,1,8,3.257328990228013,26.058631921824105
lofd,Narrative of the Life of Frederick Douglass,G2,Q04,2,D1,B,True,158,1,1,1,0,3,6.329113924050633,6.329113924050633,6.329113924050633,0.0,18.9873417721519,183,1,4,5.46448087431694,21.85792349726776
lofd,Narrative of the Life of Frederick Douglass,G2,Q05,2,D1,A1,False,542,1,3,1,0,5,1.8450184501845017,5.535055350553505,1.8450184501845017,0.0,9.22509225092251,542,0,5,0.0,9.22509225092251
lofd,Narrative of the Life of Frederick Douglass,G2,Q05,2,D1,A2,False,326,1,3,1,0,5,3.067484662576687,9.202453987730062,3.067484662576687,0.0,15.337423312883436,326,0,5,0.0,15.337423312883436
lofd,Narrative of the Life of Frederick Douglass,G2,Q05,2,D1,B,True,147,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,166,1,1,6.024096385542169,6.024096385542169
lofd,Narrative of the Life of Frederick Douglass,G2,Q06,3,D2,A1,False,654,3,4,2,0,9,4.587155963302752,6.116207951070336,3.058103975535168,0.0,13.761467889908257,654,0,9,0.0,13.761467889908257
lofd,Narrative of the Life of Frederick Douglass,G2,Q06,3,D2,A2,False,423,4,3,1,0,8,9.456264775413711,7.092198581560283,2.3640661938534278,0.0,18.912529550827422,423,0,8,0.0,18.912529550827422
lofd,Narrative of the Life of Frederick Douglass,G2,Q06,3,D2,B,True,171,0,1,0,0,1,0.0,5.847953216374268,0.0,0.0,5.847953216374268,189,1,2,5.291005291005291,10.582010582010582
lofd,Narrative of the Life of Frederick Douglass,G2,Q07,3,D2,A1,False,445,1,0,0,0,1,2.247191011235955,0.0,0.0,0.0,2.247191011235955,445,0,1,0.0,2.247191011235955
lofd,Narrative of the Life of Frederick Douglass,G2,Q07,3,D2,A2,False,402,0,5,1,1,7,0.0,12.437810945273633,2.487562189054726,2.487562189054726,17.412935323383085,402,1,7,2.487562189054726,17.412935323383085
lofd,Narrative of the Life of Frederick Douglass,G2,Q07,3,D2,B,True,148,0,1,0,0,1,0.0,6.756756756756757,0.0,0.0,6.756756756756757,176,1,2,5.681818181818182,11.363636363636363
lofd,Narrative of the Life of Frederick Douglass,G2,Q08,3,D2,A1,False,521,1,1,1,0,3,1.9193857965451055,1.9193857965451055,1.9193857965451055,0.0,5.758157389635317,521,0,3,0.0,5.758157389635317
lofd,Narrative of the Life of Frederick Douglass,G2,Q08,3,D2,A2,False,419,1,1,2,0,4,2.3866348448687353,2.3866348448687353,4.773269689737471,0.0,9.546539379474941,419,0,4,0.0,9.546539379474941
lofd,Narrative of the Life of Frederick Douglass,G2,Q08,3,D2,B,True,173,1,0,1,0,2,5.780346820809248,0.0,5.780346820809248,0.0,11.560693641618496,193,1,3,5.181347150259067,15.544041450777202
lofd,Narrative of the Life of Frederick Douglass,G2,Q09,4,D3,A1,False,574,0,1,1,0,2,0.0,1.7421602787456445,1.7421602787456445,0.0,3.484320557491289,574,0,2,0.0,3.484320557491289
lofd,Narrative of the Life of Frederick Douglass,G2,Q09,4,D3,A2,False,442,0,2,1,0,3,0.0,4.524886877828055,2.2624434389140275,0.0,6.787330316742081,442,0,3,0.0,6.787330316742081
lofd,Narrative of the Life of Frederick Douglass,G2,Q09,4,D3,B,True,207,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,230,1,1,4.3478260869565215,4.3478260869565215
lofd,Narrative of the Life of Frederick Douglass,G2,Q10,4,D3,A1,False,559,0,1,0,0,1,0.0,1.7889087656529516,0.0,0.0,1.7889087656529516,559,0,1,0.0,1.7889087656529516
lofd,Narrative of the Life of Frederick Douglass,G2,Q10,4,D3,A2,False,531,3,0,1,0,4,5.649717514124294,0.0,1.8832391713747645,0.0,7.532956685499058,531,0,4,0.0,7.532956685499058
lofd,Narrative of the Life of Frederick Douglass,G2,Q10,4,D3,B,True,211,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,236,1,1,4.237288135593221,4.237288135593221
lofd,Narrative of the Life of Frederick Douglass,G2,Q11,5,D1,A1,False,607,1,1,1,2,5,1.6474464579901154,1.6474464579901154,1.6474464579901154,3.2948929159802307,8.237232289950576,607,2,5,3.2948929159802307,8.237232289950576
lofd,Narrative of the Life of Frederick Douglass,G2,Q11,5,D1,A2,False,505,4,3,2,1,10,7.920792079207921,5.9405940594059405,3.9603960396039604,1.9801980198019802,19.801980198019802,505,1,10,1.9801980198019802,19.801980198019802
lofd,Narrative of the Life of Frederick Douglass,G2,Q11,5,D1,B,True,181,0,1,0,0,1,0.0,5.524861878453039,0.0,0.0,5.524861878453039,202,1,3,4.9504950495049505,14.85148514851485
lofd,Narrative of the Life of Frederick Douglass,G2,Q12,5,D4,A1,False,354,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,354,0,0,0.0,0.0
lofd,Narrative of the Life of Frederick Douglass,G2,Q12,5,D4,A2,False,365,1,1,3,0,5,2.73972602739726,2.73972602739726,8.21917808219178,0.0,13.698630136986301,365,0,5,0.0,13.698630136986301
lofd,Narrative of the Life of Frederick Douglass,G2,Q12,5,D4,B,True,147,1,0,0,0,1,6.802721088435374,0.0,0.0,0.0,6.802721088435374,166,1,2,6.024096385542169,12.048192771084338
lofd,Narrative of the Life of Frederick Douglass,G2,Q13,5,D4,A1,False,473,3,0,0,0,3,6.342494714587738,0.0,0.0,0.0,6.342494714587738,473,0,3,0.0,6.342494714587738
lofd,Narrative of the Life of Frederick Douglass,G2,Q13,5,D4,A2,False,389,2,1,1,0,4,5.141388174807197,2.5706940874035986,2.5706940874035986,0.0,10.282776349614394,389,0,4,0.0,10.282776349614394
lofd,Narrative of the Life of Frederick Douglass,G2,Q13,5,D4,B,True,152,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,177,1,1,5.649717514124294,5.649717514124294
lofd,Narrative of the Life of Frederick Douglass,G2,Q14,5,D3,A1,False,389,0,1,0,0,1,0.0,2.5706940874035986,0.0,0.0,2.5706940874035986,389,0,1,0.0,2.5706940874035986
lofd,Narrative of the Life of Frederick Douglass,G2,Q14,5,D3,A2,False,405,0,0,0,1,1,0.0,0.0,0.0,2.4691358024691357,2.4691358024691357,405,1,1,2.4691358024691357,2.4691358024691357
lofd,Narrative of the Life of Frederick Douglass,G2,Q14,5,D3,B,True,172,0,0,0,1,1,0.0,0.0,0.0,5.813953488372093,5.813953488372093,192,2,2,10.416666666666666,10.416666666666666
lofd,Narrative of the Life of Frederick Douglass,G2,Q15,5,D3,A1,False,525,2,2,3,0,7,3.8095238095238093,3.8095238095238093,5.714285714285714,0.0,13.333333333333334,525,0,7,0.0,13.333333333333334
lofd,Narrative of the Life of Frederick Douglass,G2,Q15,5,D3,A2,False,436,1,1,1,1,4,2.293577981651376,2.293577981651376,2.293577981651376,2.293577981651376,9.174311926605505,436,1,4,2.293577981651376,9.174311926605505
lofd,Narrative of the Life of Frederick Douglass,G2,Q15,5,D3,B,True,179,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,201,1,1,4.975124378109452,4.975124378109452
med,Meditations,G1,Q01,1,D3,A1,False,451,2,0,0,0,2,4.434589800443459,0.0,0.0,0.0,4.434589800443459,451,0,2,0.0,4.434589800443459
med,Meditations,G1,Q01,1,D3,A2,False,246,2,1,0,1,4,8.130081300813009,4.065040650406504,0.0,4.065040650406504,16.260162601626018,246,1,4,4.065040650406504,16.260162601626018
med,Meditations,G1,Q01,1,D3,B,True,131,1,0,0,0,1,7.633587786259541,0.0,0.0,0.0,7.633587786259541,149,1,2,6.7114093959731544,13.422818791946309
med,Meditations,G1,Q02,1,D3,A1,False,340,2,0,0,0,2,5.88235294117647,0.0,0.0,0.0,5.88235294117647,340,0,2,0.0,5.88235294117647
med,Meditations,G1,Q02,1,D3,A2,False,320,2,0,0,1,3,6.25,0.0,0.0,3.125,9.375,320,1,3,3.125,9.375
med,Meditations,G1,Q02,1,D3,B,True,126,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,147,1,1,6.802721088435374,6.802721088435374
med,Meditations,G1,Q03,1,D3,A1,False,336,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,336,0,0,0.0,0.0
med,Meditations,G1,Q03,1,D3,A2,False,275,1,1,1,1,4,3.6363636363636362,3.6363636363636362,3.6363636363636362,3.6363636363636362,14.545454545454545,275,1,4,3.6363636363636362,14.545454545454545
med,Meditations,G1,Q03,1,D3,B,True,137,1,0,0,0,1,7.299270072992701,0.0,0.0,0.0,7.299270072992701,157,1,2,6.369426751592357,12.738853503184714
med,Meditations,G1,Q04,2,D1,A1,False,372,2,1,1,0,4,5.376344086021506,2.688172043010753,2.688172043010753,0.0,10.752688172043012,372,0,4,0.0,10.752688172043012
med,Meditations,G1,Q04,2,D1,A2,False,304,3,2,2,1,8,9.868421052631579,6.578947368421052,6.578947368421052,3.289473684210526,26.31578947368421,304,1,8,3.289473684210526,26.31578947368421
med,Meditations,G1,Q04,2,D1,B,True,138,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,156,1,1,6.41025641025641,6.41025641025641
med,Meditations,G1,Q05,2,D1,A1,False,473,2,1,1,0,4,4.2283298097251585,2.1141649048625792,2.1141649048625792,0.0,8.456659619450317,473,0,4,0.0,8.456659619450317
med,Meditations,G1,Q05,2,D1,A2,False,352,2,1,0,1,4,5.681818181818182,2.840909090909091,0.0,2.840909090909091,11.363636363636363,352,1,4,2.840909090909091,11.363636363636363
med,Meditations,G1,Q05,2,D1,B,True,151,1,0,0,1,2,6.622516556291391,0.0,0.0,6.622516556291391,13.245033112582782,171,2,3,11.695906432748536,17.543859649122805
med,Meditations,G1,Q06,3,D2,A1,False,676,2,2,0,0,4,2.9585798816568047,2.9585798816568047,0.0,0.0,5.9171597633136095,676,0,4,0.0,5.9171597633136095
med,Meditations,G1,Q06,3,D2,A2,False,418,2,5,0,1,8,4.784688995215311,11.961722488038278,0.0,2.3923444976076556,19.138755980861244,418,1,8,2.3923444976076556,19.138755980861244
med,Meditations,G1,Q06,3,D2,B,True,143,1,0,0,1,2,6.993006993006993,0.0,0.0,6.993006993006993,13.986013986013987,164,2,3,12.195121951219512,18.29268292682927
med,Meditations,G1,Q07,3,D2,A1,False,533,1,0,0,0,1,1.876172607879925,0.0,0.0,0.0,1.876172607879925,533,0,1,0.0,1.876172607879925
med,Meditations,G1,Q07,3,D2,A2,False,461,2,2,0,2,6,4.3383947939262475,4.3383947939262475,0.0,4.3383947939262475,13.015184381778742,461,2,6,4.3383947939262475,13.015184381778742
med,Meditations,G1,Q07,3,D2,B,True,172,0,2,0,0,2,0.0,11.627906976744185,0.0,0.0,11.627906976744185,190,1,3,5.263157894736842,15.789473684210527
med,Meditations,G1,Q08,3,D2,A1,False,733,6,0,0,0,6,8.185538881309686,0.0,0.0,0.0,8.185538881309686,733,0,6,0.0,8.185538881309686
med,Meditations,G1,Q08,3,D2,A2,False,462,2,0,1,0,3,4.329004329004329,0.0,2.1645021645021645,0.0,6.493506493506494,462,0,3,0.0,6.493506493506494
med,Meditations,G1,Q08,3,D2,B,True,178,0,1,0,0,1,0.0,5.617977528089887,0.0,0.0,5.617977528089887,198,1,2,5.050505050505051,10.101010101010102
med,Meditations,G1,Q09,4,D3,A1,False,782,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,782,0,0,0.0,0.0
med,Meditations,G1,Q09,4,D3,A2,False,457,1,1,0,0,2,2.1881838074398248,2.1881838074398248,0.0,0.0,4.3763676148796495,457,0,2,0.0,4.3763676148796495
med,Meditations,G1,Q09,4,D3,B,True,196,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,217,1,1,4.608294930875576,4.608294930875576
med,Meditations,G1,Q10,4,D3,A1,False,608,0,0,1,0,1,0.0,0.0,1.644736842105263,0.0,1.644736842105263,608,0,1,0.0,1.644736842105263
med,Meditations,G1,Q10,4,D3,A2,False,485,0,3,2,0,5,0.0,6.185567010309278,4.123711340206186,0.0,10.309278350515465,485,0,5,0.0,10.309278350515465
med,Meditations,G1,Q10,4,D3,B,True,215,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,233,1,1,4.291845493562231,4.291845493562231
med,Meditations,G1,Q11,5,D1,A1,False,925,1,0,0,1,2,1.0810810810810811,0.0,0.0,1.0810810810810811,2.1621621621621623,925,1,2,1.0810810810810811,2.1621621621621623
med,Meditations,G1,Q11,5,D1,A2,False,509,0,4,0,4,8,0.0,7.858546168958742,0.0,7.858546168958742,15.717092337917483,509,4,8,7.858546168958742,15.717092337917483
med,Meditations,G1,Q11,5,D1,B,True,219,1,2,0,1,4,4.5662100456621,9.1324200913242,0.0,4.5662100456621,18.2648401826484,239,2,5,8.368200836820083,20.920502092050206
med,Meditations,G1,Q12,5,D4,A1,False,442,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,442,0,0,0.0,0.0
med,Meditations,G1,Q12,5,D4,A2,False,422,2,3,1,0,6,4.739336492890995,7.109004739336492,2.3696682464454977,0.0,14.218009478672984,422,0,6,0.0,14.218009478672984
med,Meditations,G1,Q12,5,D4,B,True,171,0,1,0,0,1,0.0,5.847953216374268,0.0,0.0,5.847953216374268,191,1,2,5.235602094240838,10.471204188481677
med,Meditations,G1,Q13,5,D4,A1,False,430,5,2,1,0,8,11.627906976744185,4.651162790697675,2.3255813953488373,0.0,18.6046511627907,430,0,8,0.0,18.6046511627907
med,Meditations,G1,Q13,5,D4,A2,False,401,3,3,2,0,8,7.481296758104738,7.481296758104738,4.987531172069826,0.0,19.950124688279303,401,0,8,0.0,19.950124688279303
med,Meditations,G1,Q13,5,D4,B,True,169,2,1,1,0,4,11.834319526627219,5.9171597633136095,5.9171597633136095,0.0,23.668639053254438,189,1,5,5.291005291005291,26.455026455026452
med,Meditations,G1,Q14,5,D3,A1,False,471,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,471,0,0,0.0,0.0
med,Meditations,G1,Q14,5,D3,A2,False,532,1,3,0,0,4,1.8796992481203008,5.639097744360902,0.0,0.0,7.518796992481203,532,0,4,0.0,7.518796992481203
med,Meditations,G1,Q14,5,D3,B,True,194,0,2,0,0,2,0.0,10.309278350515465,0.0,0.0,10.309278350515465,213,1,3,4.694835680751174,14.084507042253522
med,Meditations,G1,Q15,5,D3,A1,False,491,3,3,3,0,9,6.109979633401222,6.109979633401222,6.109979633401222,0.0,18.329938900203665,491,0,9,0.0,18.329938900203665
med,Meditations,G1,Q15,5,D3,A2,False,473,6,4,3,0,13,12.684989429175475,8.456659619450317,6.342494714587738,0.0,27.48414376321353,473,0,13,0.0,27.48414376321353
med,Meditations,G1,Q15,5,D3,B,True,187,1,3,1,0,5,5.347593582887701,16.0427807486631,5.347593582887701,0.0,26.737967914438503,206,1,6,4.854368932038835,29.12621359223301
nw,Nathan the Wise,G3,Q01,1,D3,A1,False,445,0,1,0,0,1,0.0,2.247191011235955,0.0,0.0,2.247191011235955,445,0,1,0.0,2.247191011235955
nw,Nathan the Wise,G3,Q01,1,D3,A2,False,167,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,167,0,0,0.0,0.0
nw,Nathan the Wise,G3,Q01,1,D3,B,True,134,0,1,0,0,1,0.0,7.462686567164179,0.0,0.0,7.462686567164179,150,1,2,6.666666666666667,13.333333333333334
nw,Nathan the Wise,G3,Q02,1,D3,A1,False,384,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,384,0,0,0.0,0.0
nw,Nathan the Wise,G3,Q02,1,D3,A2,False,209,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0
nw,Nathan the Wise,G3,Q02,1,D3,B,True,128,0,1,0,0,1,0.0,7.8125,0.0,0.0,7.8125,147,1,2,6.802721088435374,13.605442176870747
nw,Nathan the Wise,G3,Q03,1,D3,A1,False,353,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,353,0,0,0.0,0.0
nw,Nathan the Wise,G3,Q03,1,D3,A2,False,223,0,0,1,0,1,0.0,0.0,4.484304932735426,0.0,4.484304932735426,223,0,1,0.0,4.484304932735426
nw,Nathan the Wise,G3,Q03,1,D3,B,True,129,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,146,1,1,6.8493150684931505,6.8493150684931505
nw,Nathan the Wise,G3,Q04,2,D1,A1,False,423,1,1,1,0,3,2.3640661938534278,2.3640661938534278,2.3640661938534278,0.0,7.092198581560283,423,0,3,0.0,7.092198581560283
nw,Nathan the Wise,G3,Q04,2,D1,A2,False,304,0,2,0,1,3,0.0,6.578947368421052,0.0,3.289473684210526,9.868421052631579,304,1,3,3.289473684210526,9.868421052631579
nw,Nathan the Wise,G3,Q04,2,D1,B,True,132,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,150,1,1,6.666666666666667,6.666666666666667
nw,Nathan the Wise,G3,Q05,2,D1,A1,False,514,1,3,0,0,4,1.9455252918287937,5.836575875486381,0.0,0.0,7.782101167315175,514,0,4,0.0,7.782101167315175
nw,Nathan the Wise,G3,Q05,2,D1,A2,False,321,0,0,1,1,2,0.0,0.0,3.115264797507788,3.115264797507788,6.230529595015576,321,1,2,3.115264797507788,6.230529595015576
nw,Nathan the Wise,G3,Q05,2,D1,B,True,142,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,164,1,1,6.097560975609756,6.097560975609756
nw,Nathan the Wise,G3,Q06,3,D2,A1,False,592,3,0,1,0,4,5.0675675675675675,0.0,1.6891891891891893,0.0,6.756756756756757,592,0,4,0.0,6.756756756756757
nw,Nathan the Wise,G3,Q06,3,D2,A2,False,324,0,2,0,0,2,0.0,6.172839506172839,0.0,0.0,6.172839506172839,324,0,2,0.0,6.172839506172839
nw,Nathan the Wise,G3,Q06,3,D2,B,True,133,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,150,1,1,6.666666666666667,6.666666666666667
nw,Nathan the Wise,G3,Q07,3,D2,A1,False,590,0,0,0,1,1,0.0,0.0,0.0,1.694915254237288,1.694915254237288,590,1,1,1.694915254237288,1.694915254237288
nw,Nathan the Wise,G3,Q07,3,D2,A2,False,400,0,0,0,3,3,0.0,0.0,0.0,7.5,7.5,400,3,3,7.5,7.5
nw,Nathan the Wise,G3,Q07,3,D2,B,True,141,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,161,1,1,6.211180124223602,6.211180124223602
nw,Nathan the Wise,G3,Q08,3,D2,A1,False,553,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,553,0,0,0.0,0.0
nw,Nathan the Wise,G3,Q08,3,D2,A2,False,438,0,1,1,0,2,0.0,2.28310502283105,2.28310502283105,0.0,4.5662100456621,438,0,2,0.0,4.5662100456621
nw,Nathan the Wise,G3,Q08,3,D2,B,True,141,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,158,1,1,6.329113924050633,6.329113924050633
nw,Nathan the Wise,G3,Q09,4,D3,A1,False,554,0,2,0,0,2,0.0,3.6101083032490977,0.0,0.0,3.6101083032490977,554,0,2,0.0,3.6101083032490977
nw,Nathan the Wise,G3,Q09,4,D3,A2,False,403,0,1,1,1,3,0.0,2.4813895781637716,2.4813895781637716,2.4813895781637716,7.444168734491315,403,1,3,2.4813895781637716,7.444168734491315
nw,Nathan the Wise,G3,Q09,4,D3,B,True,152,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,173,1,1,5.780346820809248,5.780346820809248
nw,Nathan the Wise,G3,Q10,4,D3,A1,False,585,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,585,0,0,0.0,0.0
nw,Nathan the Wise,G3,Q10,4,D3,A2,False,467,0,1,0,0,1,0.0,2.1413276231263385,0.0,0.0,2.1413276231263385,467,0,1,0.0,2.1413276231263385
nw,Nathan the Wise,G3,Q10,4,D3,B,True,182,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,197,1,1,5.076142131979695,5.076142131979695
nw,Nathan the Wise,G3,Q11,5,D1,A1,False,627,0,1,0,0,1,0.0,1.594896331738437,0.0,0.0,1.594896331738437,627,0,1,0.0,1.594896331738437
nw,Nathan the Wise,G3,Q11,5,D1,A2,False,475,1,0,1,4,6,2.1052631578947367,0.0,2.1052631578947367,8.421052631578947,12.631578947368421,475,4,6,8.421052631578947,12.631578947368421
nw,Nathan the Wise,G3,Q11,5,D1,B,True,150,0,1,0,0,1,0.0,6.666666666666667,0.0,0.0,6.666666666666667,169,1,2,5.9171597633136095,11.834319526627219
nw,Nathan the Wise,G3,Q12,5,D4,A1,False,372,0,1,0,0,1,0.0,2.688172043010753,0.0,0.0,2.688172043010753,372,0,1,0.0,2.688172043010753
nw,Nathan the Wise,G3,Q12,5,D4,A2,False,412,0,1,1,1,3,0.0,2.4271844660194173,2.4271844660194173,2.4271844660194173,7.281553398058253,412,1,3,2.4271844660194173,7.281553398058253
nw,Nathan the Wise,G3,Q12,5,D4,B,True,155,0,0,0,1,1,0.0,0.0,0.0,6.451612903225806,6.451612903225806,171,2,2,11.695906432748536,11.695906432748536
